"","midptage","age","sex","location","cause","avgIR","avgCF","year"
"1138",57,"55 to 59","Female","Global","Intracerebral hemorrhage",0.000703147984728632,0.0934508136226538,2010
"1139",57,"55 to 59","Female","Global","Ischemic heart disease",0.001071967837998,0.0290095730495056,2010
"1140",57,"55 to 59","Female","Global","Ischemic stroke",0.000207670185238749,0.0110815260215825,2010
"1141",57,"55 to 59","Male","Global","Hypertensive heart disease",0.0001716620920582,0.0537727753343391,2010
"1142",57,"55 to 59","Male","Global","Intracerebral hemorrhage",0.00107887734953166,0.112169322172153,2010
"1143",57,"55 to 59","Male","Global","Ischemic heart disease",0.00265697969487106,0.0379892894170525,2010
"1144",57,"55 to 59","Male","Global","Ischemic stroke",0.0003628051841171,0.0204860689300398,2010
"1145",62,"60 to 64","Female","Global","Hypertensive heart disease",0.000260845884580565,0.0649803417244151,2010
"1146",62,"60 to 64","Female","Global","Intracerebral hemorrhage",0.00111989004476669,0.121171669974952,2010
"1147",62,"60 to 64","Female","Global","Ischemic heart disease",0.0019659031327831,0.0329752562421358,2010
"1148",62,"60 to 64","Female","Global","Ischemic stroke",0.000523168583540377,0.0183318006557968,2010
"1149",62,"60 to 64","Male","Global","Hypertensive heart disease",0.000292266248839886,0.057342297160337,2010
"1150",62,"60 to 64","Male","Global","Intracerebral hemorrhage",0.0016634645134578,0.140245759015333,2010
"1151",62,"60 to 64","Male","Global","Ischemic heart disease",0.00420268826943952,0.036341531928952,2010
"1152",62,"60 to 64","Male","Global","Ischemic stroke",0.000883611806754867,0.0324107730510636,2010
"1153",67,"65 to 69","Female","Global","Hypertensive heart disease",0.000451973330685232,0.0501461480392375,2010
"1154",67,"65 to 69","Female","Global","Intracerebral hemorrhage",0.00188068899737426,0.201968171700944,2010
"1155",67,"65 to 69","Female","Global","Ischemic heart disease",0.0037317118033555,0.0360801282818229,2010
"1156",67,"65 to 69","Female","Global","Ischemic stroke",0.00116226139265835,0.0266708789293505,2010
"1157",67,"65 to 69","Male","Global","Hypertensive heart disease",0.000468389055447927,0.0417153468023636,2010
"1158",67,"65 to 69","Male","Global","Intracerebral hemorrhage",0.00269784579691068,0.223896279405724,2010
"1159",67,"65 to 69","Male","Global","Ischemic heart disease",0.00736328664384003,0.0376338349278456,2010
"1160",67,"65 to 69","Male","Global","Ischemic stroke",0.00185810597790185,0.0462030433761388,2010
"1161",72,"70 to 74","Female","Global","Hypertensive heart disease",0.000837748605951541,0.0530886314736308,2010
"1162",72,"70 to 74","Female","Global","Intracerebral hemorrhage",0.00274465833854594,0.332318272027874,2010
"1163",72,"70 to 74","Female","Global","Ischemic heart disease",0.00678232003952893,0.0444224159782047,2010
"1164",72,"70 to 74","Female","Global","Ischemic stroke",0.0029042459481396,0.0472187731324512,2010
"1165",72,"70 to 74","Male","Global","Hypertensive heart disease",0.000822802733023954,0.0434372021280914,2010
"1166",72,"70 to 74","Male","Global","Intracerebral hemorrhage",0.00402659635262217,0.39476169556929,2010
"1167",72,"70 to 74","Male","Global","Ischemic heart disease",0.0118550566390434,0.0422176405472206,2010
"1168",72,"70 to 74","Male","Global","Ischemic stroke",0.00388829608699066,0.072489555486148,2010
"1169",77,"75 to 79","Female","Global","Hypertensive heart disease",0.00142937091819278,0.0665091318957234,2010
"1170",77,"75 to 79","Female","Global","Intracerebral hemorrhage",0.0043380030804355,0.60913993574331,2010
"1171",77,"75 to 79","Female","Global","Ischemic heart disease",0.0133371627011661,0.0604332267088139,2010
"1172",77,"75 to 79","Female","Global","Ischemic stroke",0.00594501007159222,0.0740335853129903,2010
"1173",77,"75 to 79","Male","Global","Hypertensive heart disease",0.00136660753418535,0.0547329618323222,2010
"1174",77,"75 to 79","Male","Global","Intracerebral hemorrhage",0.00605969088759172,0.77643451596861,2010
"1175",77,"75 to 79","Male","Global","Ischemic heart disease",0.0209765434183439,0.0533281308038896,2010
"1176",77,"75 to 79","Male","Global","Ischemic stroke",0.00696893096943912,0.103622055246594,2010
"1177",82,"80 to 84","Female","Global","Hypertensive heart disease",0.00267653521035528,0.0879559953929003,2010
"1178",82,"80 to 84","Female","Global","Intracerebral hemorrhage",0.00579625432876678,0.873102856033631,2010
"1179",82,"80 to 84","Female","Global","Ischemic heart disease",0.0247586109280945,0.0893566230198517,2010
"1180",82,"80 to 84","Female","Global","Ischemic stroke",0.0117963686247383,0.122191500986243,2010
"1181",82,"80 to 84","Male","Global","Hypertensive heart disease",0.00250810729010317,0.0756942342655464,2010
"1182",82,"80 to 84","Male","Global","Intracerebral hemorrhage",0.00783379158858863,0.99,2010
"1183",82,"80 to 84","Male","Global","Ischemic heart disease",0.0368189810099391,0.0741655145110641,2010
"1184",82,"80 to 84","Male","Global","Ischemic stroke",0.0127435712078462,0.162084470632759,2010
"1185",87,"85 to 89","Female","Global","Hypertensive heart disease",0.00473126914923338,0.0967154282762141,2010
"1186",87,"85 to 89","Female","Global","Intracerebral hemorrhage",0.00850824545358978,0.99,2010
"1187",87,"85 to 89","Female","Global","Ischemic heart disease",0.044471983155941,0.140751172476911,2010
"1188",87,"85 to 89","Female","Global","Ischemic stroke",0.0198698133315405,0.190869388829621,2010
"1189",87,"85 to 89","Male","Global","Hypertensive heart disease",0.0044778505416349,0.094882829454847,2010
"1190",87,"85 to 89","Male","Global","Intracerebral hemorrhage",0.011603106023462,0.99,2010
"1191",87,"85 to 89","Male","Global","Ischemic heart disease",0.0671892323659027,0.114773841390694,2010
"1192",87,"85 to 89","Male","Global","Ischemic stroke",0.0210174363120954,0.268492845329894,2010
"1193",92,"90 to 94","Female","Global","Hypertensive heart disease",0.00859775512155955,0.12690405337151,2010
"1194",92,"90 to 94","Female","Global","Intracerebral hemorrhage",0.0101983098512718,0.99,2010
"1195",92,"90 to 94","Female","Global","Ischemic heart disease",0.0807524297735957,0.232997953908959,2010
"1196",92,"90 to 94","Female","Global","Ischemic stroke",0.0318330867223322,0.301092013353427,2010
"1197",92,"90 to 94","Male","Global","Hypertensive heart disease",0.00717649514899867,0.121916728321258,2010
"1198",92,"90 to 94","Male","Global","Intracerebral hemorrhage",0.0113973055736092,0.99,2010
"1199",92,"90 to 94","Male","Global","Ischemic heart disease",0.110495486623037,0.183145638493482,2010
"1200",92,"90 to 94","Male","Global","Ischemic stroke",0.0296239000479266,0.399445808678839,2010
"1201",22,"20 to 24","Female","Global","Hypertensive heart disease",2.20223748849103e-06,0.136046941603641,2009
"1202",22,"20 to 24","Female","Global","Intracerebral hemorrhage",1.56270689749992e-05,0.0187937573772835,2009
"1203",22,"20 to 24","Female","Global","Ischemic heart disease",2.570508573217e-05,0.0666926700154621,2009
"1204",22,"20 to 24","Female","Global","Ischemic stroke",3.34154298905309e-06,0.00147637689847986,2009
"1205",22,"20 to 24","Male","Global","Hypertensive heart disease",1.9510775866626e-06,0.0989905715704374,2009
"1206",22,"20 to 24","Male","Global","Intracerebral hemorrhage",2.1636643553099e-05,0.0339019442075175,2009
"1207",22,"20 to 24","Male","Global","Ischemic heart disease",3.96748855634073e-05,0.0954021681405934,2009
"1208",22,"20 to 24","Male","Global","Ischemic stroke",3.36639505946796e-06,0.00214904241969186,2009
"1209",27,"25 to 29","Female","Global","Hypertensive heart disease",4.09238104502253e-06,0.0708038450800053,2009
"1210",27,"25 to 29","Female","Global","Intracerebral hemorrhage",2.18210122919823e-05,0.0195580439264104,2009
"1211",27,"25 to 29","Female","Global","Ischemic heart disease",3.69875601700598e-05,0.0338355419943512,2009
"1212",27,"25 to 29","Female","Global","Ischemic stroke",4.37824536297342e-06,0.00160445812396973,2009
"1213",27,"25 to 29","Male","Global","Hypertensive heart disease",3.78779912274795e-06,0.0507562361171223,2009
"1214",27,"25 to 29","Male","Global","Intracerebral hemorrhage",3.07530507108422e-05,0.0339254346418505,2009
"1215",27,"25 to 29","Male","Global","Ischemic heart disease",7.38502163307702e-05,0.0566521862431623,2009
"1216",27,"25 to 29","Male","Global","Ischemic stroke",4.84561771661854e-06,0.00253329010372209,2009
"1217",32,"30 to 34","Female","Global","Hypertensive heart disease",7.71379686458189e-06,0.0626247028510778,2009
"1218",32,"30 to 34","Female","Global","Intracerebral hemorrhage",3.58250805137187e-05,0.024672972920825,2009
"1219",32,"30 to 34","Female","Global","Ischemic heart disease",6.6455648705312e-05,0.0278819007730723,2009
"1220",32,"30 to 34","Female","Global","Ischemic stroke",7.05772211511909e-06,0.0021046507273847,2009
"1221",32,"30 to 34","Male","Global","Hypertensive heart disease",8.00557015005405e-06,0.0496880716339763,2009
"1222",32,"30 to 34","Male","Global","Intracerebral hemorrhage",5.74831381811364e-05,0.0449998242264451,2009
"1223",32,"30 to 34","Male","Global","Ischemic heart disease",0.000153117882778161,0.0512956465692954,2009
"1224",32,"30 to 34","Male","Global","Ischemic stroke",8.58303246143609e-06,0.00358376371884503,2009
"1225",37,"35 to 39","Female","Global","Hypertensive heart disease",1.38350935773884e-05,0.0605587283323394,2009
"1226",37,"35 to 39","Female","Global","Intracerebral hemorrhage",6.70214589728737e-05,0.0338968243404682,2009
"1227",37,"35 to 39","Female","Global","Ischemic heart disease",0.000105580158990159,0.0237676493572925,2009
"1228",37,"35 to 39","Female","Global","Ischemic stroke",1.25964281470896e-05,0.00293751314502054,2009
"1229",37,"35 to 39","Male","Global","Hypertensive heart disease",1.52505893679334e-05,0.051523171471357,2009
"1230",37,"35 to 39","Male","Global","Intracerebral hemorrhage",0.000107949609215171,0.0557606739702869,2009
"1231",37,"35 to 39","Male","Global","Ischemic heart disease",0.000271252076730405,0.0455247269393279,2009
"1232",37,"35 to 39","Male","Global","Ischemic stroke",1.5996979587137e-05,0.00503789446883809,2009
"1233",42,"40 to 44","Female","Global","Hypertensive heart disease",2.58585254481411e-05,0.0573054256951903,2009
"1234",42,"40 to 44","Female","Global","Intracerebral hemorrhage",0.000130744519827167,0.0463899059604173,2009
"1235",42,"40 to 44","Female","Global","Ischemic heart disease",0.000194938812909993,0.0251686929203167,2009
"1236",42,"40 to 44","Female","Global","Ischemic stroke",2.46302707045697e-05,0.00426907464229119,2009
"1237",42,"40 to 44","Male","Global","Hypertensive heart disease",3.24731124573604e-05,0.0559225056941294,2009
"1238",42,"40 to 44","Male","Global","Intracerebral hemorrhage",0.00021836166331726,0.0726525145106088,2009
"1239",42,"40 to 44","Male","Global","Ischemic heart disease",0.000543294119806425,0.0476542049306015,2009
"1240",42,"40 to 44","Male","Global","Ischemic stroke",3.53445249109807e-05,0.0078732707995754,2009
"1241",47,"45 to 49","Female","Global","Hypertensive heart disease",4.97974242691257e-05,0.045334314304479,2009
"1242",47,"45 to 49","Female","Global","Intracerebral hemorrhage",0.000243697814506905,0.0589203407876318,2009
"1243",47,"45 to 49","Female","Global","Ischemic heart disease",0.000356970948356696,0.0268892679882335,2009
"1244",47,"45 to 49","Female","Global","Ischemic stroke",4.89262974680176e-05,0.00593638435929656,2009
"1245",47,"45 to 49","Male","Global","Hypertensive heart disease",5.98315931101551e-05,0.043187734304983,2009
"1246",47,"45 to 49","Male","Global","Intracerebral hemorrhage",0.000371318063198809,0.0775290832693115,2009
"1247",47,"45 to 49","Male","Global","Ischemic heart disease",0.000975808261964717,0.0446418918627794,2009
"1248",47,"45 to 49","Male","Global","Ischemic stroke",8.60283736719661e-05,0.0124989431737955,2009
"1249",52,"50 to 54","Female","Global","Hypertensive heart disease",9.02962316906504e-05,0.0462118179724102,2009
"1250",52,"50 to 54","Female","Global","Intracerebral hemorrhage",0.000467158169701175,0.0801461058469446,2009
"1251",52,"50 to 54","Female","Global","Ischemic heart disease",0.000611781329252531,0.027131915649019,2009
"1252",52,"50 to 54","Female","Global","Ischemic stroke",0.000109878526641108,0.00907164672581794,2009
"1253",52,"50 to 54","Male","Global","Hypertensive heart disease",0.000108714708080991,0.0443786470685789,2009
"1254",52,"50 to 54","Male","Global","Intracerebral hemorrhage",0.000699452382595376,0.0971933311268029,2009
"1255",52,"50 to 54","Male","Global","Ischemic heart disease",0.00170138188337601,0.0423919979219055,2009
"1256",52,"50 to 54","Male","Global","Ischemic stroke",0.000194672324673846,0.0179978292582264,2009
"1257",57,"55 to 59","Female","Global","Hypertensive heart disease",0.000154216614115234,0.0615784158564216,2009
"1258",57,"55 to 59","Female","Global","Intracerebral hemorrhage",0.000729326952829194,0.0945929753885004,2009
"1259",57,"55 to 59","Female","Global","Ischemic heart disease",0.00108182154784443,0.0291997732689964,2009
"1260",57,"55 to 59","Female","Global","Ischemic stroke",0.000209472429589619,0.0112010040185277,2009
"1261",57,"55 to 59","Male","Global","Hypertensive heart disease",0.00017253826342494,0.0545030107635145,2009
"1262",57,"55 to 59","Male","Global","Intracerebral hemorrhage",0.00108925065953178,0.111472423849773,2009
"1263",57,"55 to 59","Male","Global","Ischemic heart disease",0.00261178855955497,0.0372098144442816,2009
"1264",57,"55 to 59","Male","Global","Ischemic stroke",0.000354344569068643,0.0201749184390507,2009
"1265",62,"60 to 64","Female","Global","Hypertensive heart disease",0.000266238741025219,0.067457205737832,2009
"1266",62,"60 to 64","Female","Global","Intracerebral hemorrhage",0.00115244594991663,0.122115938941583,2009
"1267",62,"60 to 64","Female","Global","Ischemic heart disease",0.0020214075490198,0.0336388080593443,2009
"1268",62,"60 to 64","Female","Global","Ischemic stroke",0.000547099979038473,0.0190360149252822,2009
"1269",62,"60 to 64","Male","Global","Hypertensive heart disease",0.000298082972545207,0.0590985606537857,2009
"1270",62,"60 to 64","Male","Global","Intracerebral hemorrhage",0.00170994310090901,0.141209909720146,2009
"1271",62,"60 to 64","Male","Global","Ischemic heart disease",0.00435154289663456,0.0373428331432314,2009
"1272",62,"60 to 64","Male","Global","Ischemic stroke",0.00092299394649346,0.0337111164744739,2009
"1273",67,"65 to 69","Female","Global","Hypertensive heart disease",0.000461653473383319,0.0511029797072038,2009
"1274",67,"65 to 69","Female","Global","Intracerebral hemorrhage",0.00194513240862768,0.204196740629676,2009
"1275",67,"65 to 69","Female","Global","Ischemic heart disease",0.00374786228050464,0.0361438248625419,2009
"1276",67,"65 to 69","Female","Global","Ischemic stroke",0.00118656992389712,0.0271112241775237,2009
"1277",67,"65 to 69","Male","Global","Hypertensive heart disease",0.000476152869473728,0.042100219577362,2009
"1278",67,"65 to 69","Male","Global","Intracerebral hemorrhage",0.00277704451399287,0.225293273639882,2009
"1279",67,"65 to 69","Male","Global","Ischemic heart disease",0.00735476400855392,0.037493372223268,2009
"1280",67,"65 to 69","Male","Global","Ischemic stroke",0.00188025291329393,0.0466877311348335,2009
"1281",72,"70 to 74","Female","Global","Hypertensive heart disease",0.000849913527192046,0.0540020272789599,2009
"1282",72,"70 to 74","Female","Global","Intracerebral hemorrhage",0.0028071830328388,0.332132541009817,2009
"1283",72,"70 to 74","Female","Global","Ischemic heart disease",0.00690561521035156,0.0448728666877489,2009
"1284",72,"70 to 74","Female","Global","Ischemic stroke",0.0029910143050689,0.0482889515720491,2009
"1285",72,"70 to 74","Male","Global","Hypertensive heart disease",0.000839414847328239,0.0441304923881668,2009
"1286",72,"70 to 74","Male","Global","Intracerebral hemorrhage",0.00411334108898732,0.393616911928386,2009
"1287",72,"70 to 74","Male","Global","Ischemic heart disease",0.0121015066528848,0.0427351336903566,2009
"1288",72,"70 to 74","Male","Global","Ischemic stroke",0.00396905114794798,0.0737786577795351,2009
"1289",77,"75 to 79","Female","Global","Hypertensive heart disease",0.00143806349832958,0.0671094392600644,2009
"1290",77,"75 to 79","Female","Global","Intracerebral hemorrhage",0.0044167079300047,0.609600739854319,2009
"1291",77,"75 to 79","Female","Global","Ischemic heart disease",0.01340553869278,0.0604729164667473,2009
"1292",77,"75 to 79","Female","Global","Ischemic stroke",0.0060346343478284,0.0748894188286199,2009
"1293",77,"75 to 79","Male","Global","Hypertensive heart disease",0.00138382125011603,0.0550655070258868,2009
"1294",77,"75 to 79","Male","Global","Intracerebral hemorrhage",0.00616913733315241,0.777419166861533,2009
"1295",77,"75 to 79","Male","Global","Ischemic heart disease",0.0210571401638125,0.0533369929419056,2009
"1296",77,"75 to 79","Male","Global","Ischemic stroke",0.00701780265611358,0.103986215847633,2009
"1297",82,"80 to 84","Female","Global","Hypertensive heart disease",0.00269721641067609,0.0884447199451841,2009
"1298",82,"80 to 84","Female","Global","Intracerebral hemorrhage",0.00593180621498932,0.874999290913443,2009
"1299",82,"80 to 84","Female","Global","Ischemic heart disease",0.0247368220479279,0.0893305646203667,2009
"1300",82,"80 to 84","Female","Global","Ischemic stroke",0.0118915129867675,0.12254159288325,2009
"1301",82,"80 to 84","Male","Global","Hypertensive heart disease",0.00254165462289421,0.0760345742074153,2009
"1302",82,"80 to 84","Male","Global","Intracerebral hemorrhage",0.00796235129117675,0.99,2009
"1303",82,"80 to 84","Male","Global","Ischemic heart disease",0.0370679295254135,0.0742552744985608,2009
"1304",82,"80 to 84","Male","Global","Ischemic stroke",0.0128581747820273,0.163030396149216,2009
"1305",87,"85 to 89","Female","Global","Hypertensive heart disease",0.00474921353148938,0.0964508854060731,2009
"1306",87,"85 to 89","Female","Global","Intracerebral hemorrhage",0.00872145594687194,0.99,2009
"1307",87,"85 to 89","Female","Global","Ischemic heart disease",0.045758433840732,0.142869491355337,2009
"1308",87,"85 to 89","Female","Global","Ischemic stroke",0.0205999551204572,0.19804601478938,2009
"1309",87,"85 to 89","Male","Global","Hypertensive heart disease",0.00451008038297679,0.0947012344713989,2009
"1310",87,"85 to 89","Male","Global","Intracerebral hemorrhage",0.011707583381047,0.99,2009
"1311",87,"85 to 89","Male","Global","Ischemic heart disease",0.0679095564191254,0.115279312516302,2009
"1312",87,"85 to 89","Male","Global","Ischemic stroke",0.0213172198401945,0.274069108922647,2009
"1313",92,"90 to 94","Female","Global","Hypertensive heart disease",0.00851896761495252,0.125802482260596,2009
"1314",92,"90 to 94","Female","Global","Intracerebral hemorrhage",0.0102152090667092,0.99,2009
"1315",92,"90 to 94","Female","Global","Ischemic heart disease",0.0822465051470225,0.236526037414412,2009
"1316",92,"90 to 94","Female","Global","Ischemic stroke",0.032516657750587,0.307831474693887,2009
"1317",92,"90 to 94","Male","Global","Hypertensive heart disease",0.00715595547392198,0.121074055785007,2009
"1318",92,"90 to 94","Male","Global","Intracerebral hemorrhage",0.011395491952532,0.99,2009
"1319",92,"90 to 94","Male","Global","Ischemic heart disease",0.112452105285198,0.18488290323295,2009
"1320",92,"90 to 94","Male","Global","Ischemic stroke",0.0301662048679151,0.409811338813818,2009
"1321",22,"20 to 24","Female","Global","Hypertensive heart disease",2.26395041258104e-06,0.142650013124411,2008
"1322",22,"20 to 24","Female","Global","Intracerebral hemorrhage",1.60851181749122e-05,0.0190816571346457,2008
"1323",22,"20 to 24","Female","Global","Ischemic heart disease",2.59492168162308e-05,0.0673747601586412,2008
"1324",22,"20 to 24","Female","Global","Ischemic stroke",3.38176720791007e-06,0.00147636995768822,2008
"1325",22,"20 to 24","Male","Global","Hypertensive heart disease",1.97580785806906e-06,0.102964417719246,2008
"1326",22,"20 to 24","Male","Global","Intracerebral hemorrhage",2.17441505065055e-05,0.0337513519151264,2008
"1327",22,"20 to 24","Male","Global","Ischemic heart disease",3.90621423402847e-05,0.0941098866900106,2008
"1328",22,"20 to 24","Male","Global","Ischemic stroke",3.32522321189072e-06,0.00210218407099991,2008
"1329",27,"25 to 29","Female","Global","Hypertensive heart disease",4.19979557413478e-06,0.0743920240202683,2008
"1330",27,"25 to 29","Female","Global","Intracerebral hemorrhage",2.27993056443038e-05,0.0202339302125427,2008
"1331",27,"25 to 29","Female","Global","Ischemic heart disease",3.80073624194801e-05,0.034693472128998,2008
"1332",27,"25 to 29","Female","Global","Ischemic stroke",4.47901735435383e-06,0.00162128765738036,2008
"1333",27,"25 to 29","Male","Global","Hypertensive heart disease",3.8097239451778e-06,0.0529533603246363,2008
"1334",27,"25 to 29","Male","Global","Intracerebral hemorrhage",3.12635137381789e-05,0.0342956586531321,2008
"1335",27,"25 to 29","Male","Global","Ischemic heart disease",7.34067050680152e-05,0.0563237101247835,2008
"1336",27,"25 to 29","Male","Global","Ischemic stroke",4.78906215763596e-06,0.00248642388926513,2008
"1337",32,"30 to 34","Female","Global","Hypertensive heart disease",7.89225691352249e-06,0.0659844723279826,2008
"1338",32,"30 to 34","Female","Global","Intracerebral hemorrhage",3.69301747968812e-05,0.0250603897109983,2008
"1339",32,"30 to 34","Female","Global","Ischemic heart disease",6.71106902358014e-05,0.0281273758436786,2008
"1340",32,"30 to 34","Female","Global","Ischemic stroke",7.14851026963144e-06,0.00210191492599653,2008
"1341",32,"30 to 34","Male","Global","Hypertensive heart disease",8.04801211356434e-06,0.0520943493101212,2008
"1342",32,"30 to 34","Male","Global","Intracerebral hemorrhage",5.83907571697867e-05,0.0453477532229138,2008
"1343",32,"30 to 34","Male","Global","Ischemic heart disease",0.000151269397213107,0.0506937158530884,2008
"1344",32,"30 to 34","Male","Global","Ischemic stroke",8.54873536334223e-06,0.00353904798671642,2008
"1345",37,"35 to 39","Female","Global","Hypertensive heart disease",1.42898865362976e-05,0.0641868357237128,2008
"1346",37,"35 to 39","Female","Global","Intracerebral hemorrhage",6.9519795368392e-05,0.0344529807298914,2008
"1347",37,"35 to 39","Female","Global","Ischemic heart disease",0.000109528465387517,0.0246226451405262,2008
"1348",37,"35 to 39","Female","Global","Ischemic stroke",1.27968330055404e-05,0.00293669231181681,2008
"1349",37,"35 to 39","Male","Global","Hypertensive heart disease",1.55189469953124e-05,0.0542880999945659,2008
"1350",37,"35 to 39","Male","Global","Intracerebral hemorrhage",0.000109781979748759,0.0560925691764239,2008
"1351",37,"35 to 39","Male","Global","Ischemic heart disease",0.000275216920900464,0.0461777094309868,2008
"1352",37,"35 to 39","Male","Global","Ischemic stroke",1.60703973543003e-05,0.00501161392056725,2008
"1353",42,"40 to 44","Female","Global","Hypertensive heart disease",2.67049644405883e-05,0.0609668999248375,2008
"1354",42,"40 to 44","Female","Global","Intracerebral hemorrhage",0.000133303906122224,0.0460084972444968,2008
"1355",42,"40 to 44","Female","Global","Ischemic heart disease",0.000200166743533086,0.025965256405293,2008
"1356",42,"40 to 44","Female","Global","Ischemic stroke",2.47815369924349e-05,0.00422212720351664,2008
"1357",42,"40 to 44","Male","Global","Hypertensive heart disease",3.3096585793499e-05,0.0589377807006264,2008
"1358",42,"40 to 44","Male","Global","Intracerebral hemorrhage",0.000218170490980797,0.0716000819700728,2008
"1359",42,"40 to 44","Male","Global","Ischemic heart disease",0.000554769369278373,0.0487365942185253,2008
"1360",42,"40 to 44","Male","Global","Ischemic stroke",3.5257214172408e-05,0.00776887415674796,2008
"1361",47,"45 to 49","Female","Global","Hypertensive heart disease",5.06447673741967e-05,0.0463542091680603,2008
"1362",47,"45 to 49","Female","Global","Intracerebral hemorrhage",0.000251461635025528,0.0594836074311062,2008
"1363",47,"45 to 49","Female","Global","Ischemic heart disease",0.000359332582607789,0.0268223270176039,2008
"1364",47,"45 to 49","Female","Global","Ischemic stroke",5.00478300130306e-05,0.0060094646453953,2008
"1365",47,"45 to 49","Male","Global","Hypertensive heart disease",6.0461832811949e-05,0.044030942939436,2008
"1366",47,"45 to 49","Male","Global","Intracerebral hemorrhage",0.000379916443330109,0.0782099640761885,2008
"1367",47,"45 to 49","Male","Global","Ischemic heart disease",0.000987097996257794,0.0449409505905459,2008
"1368",47,"45 to 49","Male","Global","Ischemic stroke",8.72846244996824e-05,0.012649436104791,2008
"1369",52,"50 to 54","Female","Global","Hypertensive heart disease",9.35342247117924e-05,0.0489561837304113,2008
"1370",52,"50 to 54","Female","Global","Intracerebral hemorrhage",0.000480549991614258,0.08048932474862,2008
"1371",52,"50 to 54","Female","Global","Ischemic heart disease",0.000631261424279196,0.0279985455308792,2008
"1372",52,"50 to 54","Female","Global","Ischemic stroke",0.000112061701408054,0.00917878278838542,2008
"1373",52,"50 to 54","Male","Global","Hypertensive heart disease",0.000110504048233355,0.0461585435437884,2008
"1374",52,"50 to 54","Male","Global","Intracerebral hemorrhage",0.000706881627843479,0.0970096035167775,2008
"1375",52,"50 to 54","Male","Global","Ischemic heart disease",0.00173419583571081,0.0431057792254369,2008
"1376",52,"50 to 54","Male","Global","Ischemic stroke",0.000195883728608528,0.0181053792486629,2008
"1377",57,"55 to 59","Female","Global","Hypertensive heart disease",0.000160456463662223,0.0653388706766626,2008
"1378",57,"55 to 59","Female","Global","Intracerebral hemorrhage",0.000744255433802711,0.0935459147481122,2008
"1379",57,"55 to 59","Female","Global","Ischemic heart disease",0.0010990618857032,0.0296046981603305,2008
"1380",57,"55 to 59","Female","Global","Ischemic stroke",0.000208200568279937,0.0111376287587104,2008
"1381",57,"55 to 59","Male","Global","Hypertensive heart disease",0.000177971958430227,0.0575226127899339,2008
"1382",57,"55 to 59","Male","Global","Intracerebral hemorrhage",0.00110557255315544,0.111309743133659,2008
"1383",57,"55 to 59","Male","Global","Ischemic heart disease",0.00268446923555022,0.0380019069281048,2008
"1384",57,"55 to 59","Male","Global","Ischemic stroke",0.000349938370381501,0.0200542490575221,2008
"1385",62,"60 to 64","Female","Global","Hypertensive heart disease",0.000275794633385904,0.0713060181508678,2008
"1386",62,"60 to 64","Female","Global","Intracerebral hemorrhage",0.00119173063321449,0.122727714208701,2008
"1387",62,"60 to 64","Female","Global","Ischemic heart disease",0.00211740097572068,0.0347607523142915,2008
"1388",62,"60 to 64","Female","Global","Ischemic stroke",0.0005818640039689,0.0200517146145127,2008
"1389",62,"60 to 64","Male","Global","Hypertensive heart disease",0.000307342370667488,0.0616078356455661,2008
"1390",62,"60 to 64","Male","Global","Intracerebral hemorrhage",0.00174973826671907,0.140640631490546,2008
"1391",62,"60 to 64","Male","Global","Ischemic heart disease",0.00456932945913177,0.0387906238124488,2008
"1392",62,"60 to 64","Male","Global","Ischemic stroke",0.000977703738236699,0.0355130228858808,2008
"1393",67,"65 to 69","Female","Global","Hypertensive heart disease",0.000482421912728526,0.0531734964882848,2008
"1394",67,"65 to 69","Female","Global","Intracerebral hemorrhage",0.00202293176507017,0.205649171360993,2008
"1395",67,"65 to 69","Female","Global","Ischemic heart disease",0.00382369722267996,0.0368038488307024,2008
"1396",67,"65 to 69","Female","Global","Ischemic stroke",0.00121569793308408,0.0276609094819667,2008
"1397",67,"65 to 69","Male","Global","Hypertensive heart disease",0.000493342916800358,0.0430537473535493,2008
"1398",67,"65 to 69","Male","Global","Intracerebral hemorrhage",0.00284874386468239,0.224341043589613,2008
"1399",67,"65 to 69","Male","Global","Ischemic heart disease",0.00749238870824139,0.0380924438210146,2008
"1400",67,"65 to 69","Male","Global","Ischemic stroke",0.00190870358728824,0.0473780853591029,2008
"1401",72,"70 to 74","Female","Global","Hypertensive heart disease",0.000882141985213016,0.0564010781518507,2008
"1402",72,"70 to 74","Female","Global","Intracerebral hemorrhage",0.00288239750823274,0.328936041734662,2008
"1403",72,"70 to 74","Female","Global","Ischemic heart disease",0.00723531337346275,0.0464240514146515,2008
"1404",72,"70 to 74","Female","Global","Ischemic stroke",0.00315276093226375,0.0504531738649217,2008
"1405",72,"70 to 74","Male","Global","Hypertensive heart disease",0.000872347583101891,0.0453832817342692,2008
"1406",72,"70 to 74","Male","Global","Intracerebral hemorrhage",0.00417030893976364,0.385516188519956,2008
"1407",72,"70 to 74","Male","Global","Ischemic heart disease",0.0126839490426343,0.0442964141416146,2008
"1408",72,"70 to 74","Male","Global","Ischemic stroke",0.00410973317909809,0.076006180775913,2008
"1409",77,"75 to 79","Female","Global","Hypertensive heart disease",0.00148692347730227,0.069462576605273,2008
"1410",77,"75 to 79","Female","Global","Intracerebral hemorrhage",0.00451204557782096,0.604692190434973,2008
"1411",77,"75 to 79","Female","Global","Ischemic heart disease",0.0137400040066333,0.0617349624747641,2008
"1412",77,"75 to 79","Female","Global","Ischemic stroke",0.00621485716456383,0.0766964200882779,2008
